serialNo,name,date,amount,category
2916,Dental Check,2022-10-18,5755.52,Medical
2917,Workshop,2022-10-03,8114.02,Education
2918,Ride Sharing,2022-10-05,6326.75,Transportation
2919,Rental Car,2022-10-06,7873.19,Travel
2920,Delivery,2022-10-08,8164.99,Food
2921,Basketball,2022-10-09,3421.29,Sports
2922,Charity,2022-10-06,5353.06,Others
2923,Train,2022-10-17,4737.63,Travel
2924,Bus,2022-10-15,8656.35,Transportation
2925,Gym,2022-10-28,8809.45,Sports
2926,Internet,2022-10-25,1255.92,Communication
2927,Surgery,2022-10-09,8413.13,Medical
2928,Bicycle,2022-10-09,2073.67,Transportation
2929,Data Plan,2022-10-17,421.75,Communication
2930,VPN,2022-10-25,4299.48,Communication
2931,Subscription,2022-10-19,3646.97,Communication
2932,Charity,2022-10-26,4390.05,Others
2933,Fitness Class,2022-10-09,6529.83,Sports
2934,Theater,2022-10-04,7325.46,Entertainment
2935,Karaoke,2022-10-04,6344.38,Entertainment
2936,Data Plan,2022-10-10,5712.55,Communication
2937,Dental Check,2022-10-19,6284.98,Medical
2938,Cleaning,2022-10-19,8435.99,Home
2939,Mobile Recharge,2022-10-26,5413.20,Communication
2940,Subscription,2022-10-21,717.35,Communication
2941,Train,2022-10-20,6440.04,Transportation
2942,Health Check,2022-10-20,8243.53,Medical
2943,Backpack,2022-10-04,8859.12,Education
2944,Fuel,2022-10-21,4841.68,Transportation
2945,Jacket,2022-10-12,5803.92,Clothing
2946,Gas,2022-10-02,4770.17,Home
2947,Medicine,2022-10-19,1836.14,Medical
2948,Books,2022-10-12,4879.67,Education
2949,Yoga,2022-10-25,8206.93,Sports
2950,Furniture,2022-10-05,2190.63,Home
2951,Yoga,2022-10-02,7840.49,Sports
2952,Notebook,2022-10-20,6676.44,Education
2953,Medicine,2022-10-19,8641.70,Medical
2954,Rental Car,2022-10-05,6467.78,Travel
2955,Toll,2022-10-28,369.09,Transportation
2956,Dental Check,2022-10-23,6599.32,Medical
2957,Shirt,2022-10-01,7471.59,Clothing
2958,Pet,2022-10-16,2643.25,Others
2959,Tennis,2022-10-20,1327.67,Sports
2960,Coat,2022-10-13,3013.43,Clothing
2961,Delivery,2022-10-10,8490.41,Food
2962,Bank Fee,2022-10-11,7367.91,Others
2963,Maintenance,2022-10-04,9899.57,Home
2964,Exam Fee,2022-10-25,4671.60,Education
2965,Delivery,2022-10-02,2131.86,Food
2966,Mobile Recharge,2022-10-27,5674.35,Communication
2967,Yoga,2022-10-16,9588.43,Sports
2968,Vaccination,2022-10-13,8660.41,Medical
2969,Jacket,2022-10-16,3934.41,Clothing
2970,Dental Check,2022-10-02,8916.95,Medical
2971,Pen,2022-10-16,535.99,Education
2972,Train,2022-10-18,515.96,Travel
2973,Pet,2022-10-18,1858.97,Others
2974,Gas,2022-10-11,3372.46,Home
2975,Hat,2022-10-01,8916.07,Clothing
2976,Appliance,2022-10-26,9745.78,Home
2977,Karaoke,2022-10-10,5523.32,Entertainment
2978,Internet,2022-10-03,2345.09,Communication
2979,Metro,2022-10-24,5978.17,Transportation
2980,Rent,2022-10-28,4985.94,Home
2981,Bicycle,2022-10-17,7951.56,Transportation
2982,Online Course,2022-10-20,5768.67,Education
2983,Therapy,2022-10-03,5918.21,Medical
2984,Meat,2022-10-10,5979.20,Food
2985,Hospital Bill,2022-10-05,2076.88,Medical
2986,Tennis,2022-10-07,5398.45,Sports
2987,Fuel,2022-10-21,953.22,Transportation
2988,Fuel,2022-10-12,9352.81,Transportation
2989,Therapy,2022-10-24,2402.42,Medical
2990,Books,2022-10-22,6474.93,Education
2991,Concert,2022-10-12,4492.62,Entertainment
2992,Running,2022-10-23,3159.67,Sports
2993,Lottery,2022-10-16,4228.24,Others
2994,Scooter,2022-10-06,1744.27,Transportation
2995,Cafe,2022-10-24,2716.90,Food
2996,Groceries,2022-10-20,152.95,Food
2997,Appliance,2022-10-24,5122.74,Home
2998,Rental Car,2022-10-25,4235.27,Travel
2999,Jeans,2022-10-07,7977.38,Clothing
3000,Music Festival,2022-10-11,1159.14,Entertainment
3001,Snacks,2022-11-14,7081.58,Food
3002,Scarf,2022-11-23,6571.81,Clothing
3003,Restaurant,2022-11-01,7417.83,Food
3004,Snacks,2022-11-10,4096.28,Food
3005,Bus,2022-11-02,451.25,Transportation
3006,Water Bill,2022-11-10,2307.61,Home
3007,Bicycle,2022-11-06,5145.64,Transportation
3008,Drinks,2022-11-21,4113.76,Food
3009,Toll,2022-11-08,947.05,Transportation
3010,Accessories,2022-11-25,899.59,Others
3011,Karaoke,2022-11-24,3710.09,Entertainment
3012,Bus,2022-11-07,8171.91,Transportation
3013,Groceries,2022-11-07,3371.67,Food
3014,Therapy,2022-11-03,6666.99,Medical
3015,Theater,2022-11-23,3003.65,Entertainment
3016,Pen,2022-11-11,383.11,Education
3017,Swimming,2022-11-04,7691.49,Sports
3018,Game,2022-11-16,1323.49,Entertainment
3019,Online Course,2022-11-01,432.62,Education
3020,Ride Sharing,2022-11-03,6148.49,Transportation
3021,Jacket,2022-11-21,79.18,Clothing
3022,Sports Event,2022-11-23,2850.85,Entertainment
3023,Postage,2022-11-18,3973.87,Communication
3024,Cafe,2022-11-19,304.73,Food
3025,Bicycle,2022-11-24,7019.73,Transportation
3026,Online Course,2022-11-05,5520.26,Education
3027,Tuition,2022-11-07,2517.54,Education
3028,Data Plan,2022-11-28,8996.19,Communication
3029,Security,2022-11-09,5642.54,Others
3030,Rent,2022-11-24,5509.13,Home
3031,Toll,2022-11-03,6705.46,Transportation
3032,Data Plan,2022-11-05,3104.07,Communication
3033,VPN,2022-11-10,4114.07,Communication
3034,Vaccination,2022-11-16,2639.85,Medical
3035,Rental Car,2022-11-24,3939.59,Travel
3036,Gas,2022-11-01,3133.07,Home
3037,Socks,2022-11-26,5409.58,Clothing
3038,Cruise,2022-11-23,644.03,Travel
3039,Notebook,2022-11-19,3300.19,Education
3040,Dress,2022-11-09,8469.02,Clothing
3041,Rent,2022-11-01,8816.83,Home
3042,Scarf,2022-11-08,9168.79,Clothing
3043,Roaming,2022-11-27,6025.79,Communication
3044,Internet,2022-11-15,9903.75,Home
3045,Jacket,2022-11-07,1459.44,Clothing
3046,Eye Exam,2022-11-10,2293.44,Medical
3047,Security,2022-11-01,5750.37,Others
3048,Furniture,2022-11-14,4098.46,Home
3049,Coat,2022-11-15,3933.64,Clothing
3050,Meat,2022-11-16,9326.44,Food
3051,Jeans,2022-11-19,6648.56,Clothing
3052,Amusement Park,2022-11-10,9267.22,Entertainment
3053,Hotel,2022-11-10,4758.32,Travel
3054,Subscription,2022-11-26,5011.41,Communication
3055,Toll,2022-11-02,1265.66,Travel
3056,Accessories,2022-11-01,5075.51,Others
3057,Internet,2022-11-16,6780.88,Home
3058,Cycling,2022-11-19,4007.95,Sports
3059,Hospital Bill,2022-11-17,7427.69,Medical
3060,Hospital Bill,2022-11-26,1942.43,Medical
3061,Postage,2022-11-03,1367.72,Communication
3062,Taxi,2022-11-14,1264.59,Transportation
3063,Rent,2022-11-02,4873.08,Home
3064,Travel Insurance,2022-11-25,8892.44,Travel
3065,Scarf,2022-11-07,761.08,Clothing
3066,Lottery,2022-11-01,765.29,Others
3067,Jeans,2022-11-24,3023.97,Clothing
3068,Furniture,2022-11-05,7515.96,Home
3069,Train,2022-11-21,7875.55,Transportation
3070,Theater,2022-11-02,9430.50,Entertainment
3071,VPN,2022-11-04,6540.04,Communication
3072,Rent,2022-11-03,2488.49,Home
3073,Cycling,2022-11-20,2595.03,Sports
3074,Internet,2022-11-21,9201.10,Home
3075,Swimming,2022-11-03,746.00,Sports
3076,Shoes,2022-11-23,7906.15,Clothing
3077,Ride Sharing,2022-11-25,6630.02,Transportation
3078,Music Festival,2022-11-10,2879.03,Entertainment
3079,Delivery,2022-11-04,717.81,Food
3080,Hospital Bill,2022-11-26,7824.06,Medical
3081,Shirt,2022-11-13,3701.72,Clothing
3082,Jacket,2022-11-10,3420.05,Clothing
3083,Fitness Class,2022-11-07,5592.97,Sports
3084,Stationery,2022-11-07,2250.59,Education
3085,Gym,2022-11-28,8137.50,Sports
3086,Socks,2022-11-13,3438.71,Clothing
3087,Parking,2022-11-19,2140.17,Transportation
3088,Belt,2022-11-09,9360.20,Clothing
3089,Mobile Recharge,2022-11-04,7187.27,Communication
3090,Exam Fee,2022-11-09,2184.73,Education
3091,Metro,2022-11-08,8851.22,Transportation
3092,Pen,2022-11-24,665.29,Education
3093,Swimming,2022-11-23,9058.89,Sports
3094,Snacks,2022-11-09,5614.12,Food
3095,SIM Card,2022-11-05,7992.21,Communication
3096,Dental Check,2022-11-24,2502.52,Medical
3097,Socks,2022-11-22,4944.35,Clothing
3098,Meat,2022-11-27,8522.09,Food
3099,Tennis,2022-11-19,8258.80,Sports
3100,Jacket,2022-11-13,6160.36,Clothing
3101,Tuition,2022-12-15,9252.32,Education
3102,Fast Food,2022-12-15,5459.44,Food
3103,Exam Fee,2022-12-05,7108.67,Education
3104,Hotel,2022-12-14,3172.23,Travel
3105,Storage,2022-12-04,4646.71,Others
3106,Scarf,2022-12-12,2342.82,Clothing
3107,Hat,2022-12-16,5294.79,Clothing
3108,Hospital Bill,2022-12-15,1407.47,Medical
3109,Scarf,2022-12-28,9246.98,Clothing
3110,Internet,2022-12-14,7956.75,Home
3111,Equipment,2022-12-13,8569.33,Sports
3112,Backpack,2022-12-25,1988.41,Education
3113,Stationery,2022-12-16,7669.15,Education
3114,Fitness Class,2022-12-06,73.21,Sports
3115,Theater,2022-12-21,3881.38,Entertainment
3116,Storage,2022-12-27,4852.88,Others
3117,Concert,2022-12-19,5435.80,Entertainment
3118,Fast Food,2022-12-11,5289.21,Food
3119,Insurance,2022-12-20,948.31,Medical
3120,Medicine,2022-12-02,7049.46,Medical
3121,Books,2022-12-01,9086.80,Education
3122,Accessories,2022-12-28,8024.92,Others
3123,Sports Event,2022-12-02,6481.23,Entertainment
3124,Amusement Park,2022-12-17,5977.03,Entertainment
3125,Scarf,2022-12-23,2331.03,Clothing
3126,Sports Event,2022-12-09,4593.23,Entertainment
3127,Workshop,2022-12-19,2530.02,Education
3128,Fuel,2022-12-09,5970.33,Transportation
3129,Donation,2022-12-15,5627.50,Others
3130,Hospital Bill,2022-12-02,6311.60,Medical
3131,Lottery,2022-12-16,9963.79,Others
3132,Workshop,2022-12-27,3235.27,Education
3133,Sports Event,2022-12-03,5593.05,Entertainment
3134,Rental Car,2022-12-14,7582.95,Travel
3135,Gym,2022-12-10,3345.00,Sports
3136,Maintenance,2022-12-05,3696.79,Home
3137,Eye Exam,2022-12-22,5759.24,Medical
3138,Cleaning,2022-12-07,6320.72,Home
3139,Furniture,2022-12-15,3482.84,Home
3140,Charity,2022-12-21,7379.57,Others
3141,Coat,2022-12-15,6189.85,Clothing
3142,Basketball,2022-12-20,2804.91,Sports
3143,Subscription,2022-12-28,5610.88,Communication
3144,Concert,2022-12-27,1549.66,Entertainment
3145,Socks,2022-12-03,7502.96,Clothing
3146,Train,2022-12-27,279.70,Travel
3147,Maintenance,2022-12-14,4545.34,Home
3148,Train,2022-12-04,6143.58,Travel
3149,Scarf,2022-12-07,7251.02,Clothing
3150,Online Course,2022-12-17,3881.70,Education
3151,Hat,2022-12-18,425.43,Clothing
3152,Postage,2022-12-16,2489.43,Communication
3153,Internet,2022-12-22,1329.26,Communication
3154,Health Check,2022-12-05,2765.29,Medical
3155,Stationery,2022-12-26,3067.81,Education
3156,Groceries,2022-12-06,6375.95,Food
3157,Exam Fee,2022-12-20,5465.04,Education
3158,Gift,2022-12-23,5616.24,Others
3159,Jeans,2022-12-16,5791.00,Clothing
3160,Charity,2022-12-09,1199.81,Others
3161,Karaoke,2022-12-18,441.88,Entertainment
3162,Yoga,2022-12-26,9444.97,Sports
3163,Hotel,2022-12-07,1340.36,Travel
3164,Jacket,2022-12-01,313.39,Clothing
3165,Bus,2022-12-17,6095.10,Transportation
3166,Appliance,2022-12-11,4194.82,Home
3167,Jeans,2022-12-08,7440.76,Clothing
3168,Fruits,2022-12-10,927.94,Food
3169,Vegetables,2022-12-03,6084.23,Food
3170,Tennis,2022-12-16,1881.90,Sports
3171,Maintenance,2022-12-26,3522.15,Home
3172,Basketball,2022-12-27,1382.15,Sports
3173,Postage,2022-12-07,1977.59,Communication
3174,Shoes,2022-12-06,418.59,Clothing
3175,Doctor Visit,2022-12-09,2671.78,Medical
3176,Metro,2022-12-24,9128.33,Transportation
3177,Bank Fee,2022-12-12,8447.95,Others
3178,Insurance,2022-12-01,8775.99,Medical
3179,Taxi,2022-12-10,2804.42,Travel
3180,Drinks,2022-12-08,2092.70,Food
3181,Toll,2022-12-27,5915.36,Travel
3182,Vegetables,2022-12-19,1297.02,Food
3183,Streaming Service,2022-12-24,9935.00,Entertainment
3184,Lottery,2022-12-12,682.26,Others
3185,Hotel,2022-12-15,9617.78,Travel
3186,Swimming,2022-12-12,5848.34,Sports
3187,Furniture,2022-12-21,672.75,Home
3188,Security,2022-12-04,5162.24,Others
3189,Sports Event,2022-12-23,3127.75,Entertainment
3190,Calling Card,2022-12-26,6035.66,Communication
3191,Cleaning,2022-12-11,7332.18,Home
3192,Bus,2022-12-25,8641.94,Transportation
3193,Bank Fee,2022-12-04,6762.94,Others
3194,Bicycle,2022-12-27,4006.98,Transportation
3195,Notebook,2022-12-14,6633.22,Education
3196,Notebook,2022-12-01,8000.34,Education
3197,Sports Event,2022-12-05,368.11,Entertainment
3198,Security,2022-12-03,8724.77,Others
3199,Internet,2022-12-05,5657.16,Communication
3200,Fuel,2022-12-10,6402.53,Transportation
3201,Accessories,2023-01-28,1967.91,Others
3202,Fast Food,2023-01-07,4948.38,Food
3203,Concert,2023-01-23,9153.92,Entertainment
3204,Health Check,2023-01-21,4651.76,Medical
3205,Jacket,2023-01-27,8740.85,Clothing
3206,Mortgage,2023-01-25,229.52,Home
3207,Concert,2023-01-05,2778.44,Entertainment
3208,Internet,2023-01-16,2851.95,Home
3209,Vaccination,2023-01-17,3914.72,Medical
3210,Backpack,2023-01-15,7649.32,Education
3211,Karaoke,2023-01-07,399.64,Entertainment
3212,Internet,2023-01-26,8693.73,Communication
3213,Concert,2023-01-26,8864.11,Entertainment
3214,Amusement Park,2023-01-23,9455.59,Entertainment
3215,Laundry,2023-01-21,6385.44,Others
3216,Concert,2023-01-04,4258.82,Entertainment
3217,Backpack,2023-01-05,9371.08,Education
3218,Health Check,2023-01-21,2865.35,Medical
3219,Eye Exam,2023-01-10,6847.22,Medical
3220,Gift,2023-01-05,5715.80,Others
3221,Toll,2023-01-13,7594.26,Transportation
3222,Vegetables,2023-01-10,9777.33,Food
3223,Game,2023-01-21,8547.12,Entertainment
3224,Fruits,2023-01-12,5646.55,Food
3225,Backpack,2023-01-25,628.74,Education
3226,Medicine,2023-01-12,5040.63,Medical
3227,Tennis,2023-01-16,8700.11,Sports
3228,Jeans,2023-01-23,3699.96,Clothing
3229,Mortgage,2023-01-11,7523.09,Home
3230,Fruits,2023-01-20,270.67,Food
3231,Concert,2023-01-07,2385.89,Entertainment
3232,Shirt,2023-01-08,3749.39,Clothing
3233,Taxi,2023-01-05,5572.15,Transportation
3234,Restaurant,2023-01-08,2454.52,Food
3235,Meat,2023-01-20,6324.75,Food
3236,Toll,2023-01-21,4726.13,Travel
3237,Therapy,2023-01-12,4859.19,Medical
3238,Snacks,2023-01-13,9409.28,Food
3239,Notebook,2023-01-04,3242.09,Education
3240,Club,2023-01-09,6143.40,Entertainment
3241,Game,2023-01-20,7770.23,Entertainment
3242,Fuel,2023-01-03,2835.46,Travel
3243,Cafe,2023-01-21,1380.54,Food
3244,Calling Card,2023-01-28,7510.13,Communication
3245,Shoes,2023-01-19,9860.84,Clothing
3246,Donation,2023-01-13,3143.64,Others
3247,Yoga,2023-01-10,3835.36,Sports
3248,Lottery,2023-01-17,4198.13,Others
3249,Hospital Bill,2023-01-19,4431.50,Medical
3250,Toll,2023-01-14,6648.30,Travel
3251,Cafe,2023-01-19,3766.64,Food
3252,Rent,2023-01-09,2356.14,Home
3253,Pet,2023-01-03,5347.53,Others
3254,Cycling,2023-01-20,8249.74,Sports
3255,Tuition,2023-01-17,6630.00,Education
3256,Water Bill,2023-01-09,1029.12,Home
3257,Socks,2023-01-09,8557.01,Clothing
3258,Karaoke,2023-01-20,4683.03,Entertainment
3259,Swimming,2023-01-28,7601.16,Sports
3260,Furniture,2023-01-17,5904.30,Home
3261,Amusement Park,2023-01-11,6001.50,Entertainment
3262,Medicine,2023-01-09,8429.77,Medical
3263,Running,2023-01-16,6160.49,Sports
3264,Rent,2023-01-14,7553.62,Home
3265,Gym,2023-01-05,8911.24,Sports
3266,Internet,2023-01-02,5211.52,Communication
3267,Mortgage,2023-01-28,3397.77,Home
3268,Dress,2023-01-07,4607.45,Clothing
3269,Cleaning,2023-01-01,8607.38,Home
3270,Dress,2023-01-13,1864.34,Clothing
3271,Jacket,2023-01-15,2619.62,Clothing
3272,Phone Bill,2023-01-27,2975.90,Communication
3273,Data Plan,2023-01-05,669.58,Communication
3274,Internet,2023-01-13,3103.55,Home
3275,Medicine,2023-01-05,8007.93,Medical
3276,Calling Card,2023-01-01,8127.82,Communication
3277,Dress,2023-01-19,3138.31,Clothing
3278,Fuel,2023-01-16,5375.74,Travel
3279,Socks,2023-01-06,6970.99,Clothing
3280,Jeans,2023-01-20,7616.45,Clothing
3281,Karaoke,2023-01-01,1341.59,Entertainment
3282,Swimming,2023-01-03,796.81,Sports
3283,Gym,2023-01-03,4155.32,Sports
3284,Electricity,2023-01-19,4338.17,Home
3285,Online Course,2023-01-22,4085.79,Education
3286,Gift,2023-01-27,2171.72,Others
3287,Visa Fee,2023-01-16,9718.60,Travel
3288,Bicycle,2023-01-22,5072.35,Transportation
3289,Bus,2023-01-15,3682.88,Transportation
3290,Groceries,2023-01-13,8742.21,Food
3291,Groceries,2023-01-08,7642.12,Food
3292,Running,2023-01-15,7176.21,Sports
3293,Socks,2023-01-27,2878.56,Clothing
3294,Ride Sharing,2023-01-03,261.39,Transportation
3295,Jacket,2023-01-11,4674.48,Clothing
3296,Accessories,2023-01-13,8136.64,Others
3297,Gym,2023-01-12,920.75,Sports
3298,Furniture,2023-01-23,4642.57,Home
3299,Sports Event,2023-01-08,2516.83,Entertainment
3300,Bus,2023-01-11,9050.10,Transportation
3301,Vegetables,2023-02-25,3197.89,Food
3302,Coat,2023-02-22,1948.25,Clothing
3303,Toll,2023-02-03,2865.32,Transportation
3304,Laundry,2023-02-02,5533.02,Others
3305,Appliance,2023-02-05,2221.95,Home
3306,SIM Card,2023-02-01,5181.65,Communication
3307,Yoga,2023-02-25,871.55,Sports
3308,Coat,2023-02-04,2001.43,Clothing
3309,VPN,2023-02-01,6153.43,Communication
3310,Security,2023-02-24,1982.28,Others
3311,Charity,2023-02-05,2370.85,Others
3312,Online Course,2023-02-28,8710.98,Education
3313,Gift,2023-02-18,2695.13,Others
3314,Belt,2023-02-05,8909.43,Clothing
3315,Streaming Service,2023-02-05,8534.51,Entertainment
3316,Fuel,2023-02-10,4522.75,Travel
3317,Yoga,2023-02-23,2518.23,Sports
3318,Mobile Recharge,2023-02-23,7459.21,Communication
3319,Doctor Visit,2023-02-27,4600.39,Medical
3320,Streaming Service,2023-02-05,2540.90,Entertainment
3321,Cycling,2023-02-23,6172.20,Sports
3322,Phone Bill,2023-02-12,8191.53,Communication
3323,Calling Card,2023-02-04,6125.57,Communication
3324,Music Festival,2023-02-28,4724.85,Entertainment
3325,Mortgage,2023-02-27,6089.28,Home
3326,Restaurant,2023-02-15,504.00,Food
3327,Tuition,2023-02-09,6335.11,Education
3328,Health Check,2023-02-10,3569.90,Medical
3329,Scooter,2023-02-27,4845.96,Transportation
3330,Running,2023-02-18,8595.09,Sports
3331,Bank Fee,2023-02-09,3101.28,Others
3332,Gas,2023-02-12,4640.02,Home
3333,Storage,2023-02-28,3982.21,Others
3334,Fuel,2023-02-01,1063.22,Transportation
3335,Karaoke,2023-02-14,4372.26,Entertainment
3336,Gym,2023-02-20,5388.60,Sports
3337,Roaming,2023-02-28,3702.80,Communication
3338,Concert,2023-02-01,3793.75,Entertainment
3339,Gas,2023-02-15,2133.76,Home
3340,Football,2023-02-07,7670.57,Sports
3341,Flight,2023-02-06,1011.04,Travel
3342,Visa Fee,2023-02-24,9795.32,Travel
3343,Eye Exam,2023-02-11,6607.31,Medical
3344,Fuel,2023-02-02,144.65,Travel
3345,Streaming Service,2023-02-22,980.32,Entertainment
3346,Fruits,2023-02-28,8864.13,Food
3347,Visa Fee,2023-02-22,5851.19,Travel
3348,Security,2023-02-12,9956.78,Others
3349,Calling Card,2023-02-03,3655.23,Communication
3350,Accessories,2023-02-28,6142.18,Others
3351,Rental Car,2023-02-15,9289.07,Travel
3352,Streaming Service,2023-02-22,9749.20,Entertainment
3353,Rental Car,2023-02-19,8901.39,Travel
3354,Data Plan,2023-02-05,2430.73,Communication
3355,Concert,2023-02-07,5457.95,Entertainment
3356,Doctor Visit,2023-02-19,8089.18,Medical
3357,Fruits,2023-02-02,3632.01,Food
3358,Eye Exam,2023-02-01,1363.15,Medical
3359,Mobile Recharge,2023-02-21,1927.59,Communication
3360,Charity,2023-02-19,1412.65,Others
3361,VPN,2023-02-26,5840.02,Communication
3362,Gift,2023-02-28,2719.53,Others
3363,Vaccination,2023-02-02,1220.39,Medical
3364,Internet,2023-02-12,5108.95,Communication
3365,Electricity,2023-02-16,4683.87,Home
3366,Books,2023-02-15,4633.28,Education
3367,Pen,2023-02-06,7905.98,Education
3368,Restaurant,2023-02-08,9116.63,Food
3369,Data Plan,2023-02-22,4548.13,Communication
3370,Cafe,2023-02-26,1002.39,Food
3371,Toll,2023-02-27,9848.06,Transportation
3372,Bicycle,2023-02-17,3025.67,Transportation
3373,Books,2023-02-19,7300.81,Education
3374,Roaming,2023-02-04,6670.95,Communication
3375,Equipment,2023-02-25,9772.77,Sports
3376,Snacks,2023-02-22,7047.60,Food
3377,Fast Food,2023-02-22,4446.41,Food
3378,Water Bill,2023-02-22,6294.65,Home
3379,Fuel,2023-02-20,8367.84,Transportation
3380,Workshop,2023-02-10,2968.99,Education
3381,Maintenance,2023-02-14,3928.57,Home
3382,Running,2023-02-16,5992.51,Sports
3383,Game,2023-02-18,2562.39,Entertainment
3384,Streaming Service,2023-02-03,5634.27,Entertainment
3385,Equipment,2023-02-23,9644.55,Sports
3386,Basketball,2023-02-22,4814.97,Sports
3387,Postage,2023-02-05,9168.58,Communication
3388,Music Festival,2023-02-14,7307.87,Entertainment
3389,Restaurant,2023-02-15,5228.58,Food
3390,Subscription,2023-02-03,5200.00,Communication
3391,Groceries,2023-02-16,9175.63,Food
3392,Vaccination,2023-02-28,8929.82,Medical
3393,Donation,2023-02-24,2433.36,Others
3394,Rental Car,2023-02-08,9309.66,Travel
3395,Socks,2023-02-01,7566.75,Clothing
3396,Internet,2023-02-08,8451.13,Communication
3397,Vegetables,2023-02-26,8201.94,Food
3398,Security,2023-02-18,4851.20,Others
3399,Insurance,2023-02-17,3493.87,Medical
3400,Insurance,2023-02-03,5786.13,Medical
3401,Shirt,2023-03-26,5924.03,Clothing
3402,Ride Sharing,2023-03-18,9310.46,Transportation
3403,Bank Fee,2023-03-10,2482.19,Others
3404,Security,2023-03-23,8467.55,Others
3405,Donation,2023-03-02,9511.82,Others
3406,Cruise,2023-03-05,3554.68,Travel
3407,Electricity,2023-03-06,2897.72,Home
3408,Phone Bill,2023-03-27,3027.21,Communication
3409,Notebook,2023-03-25,9349.23,Education
3410,Ride Sharing,2023-03-08,2528.27,Transportation
3411,Rent,2023-03-01,5088.69,Home
3412,Maintenance,2023-03-16,4615.61,Home
3413,Fruits,2023-03-20,2409.62,Food
3414,Storage,2023-03-14,6877.10,Others
3415,Accessories,2023-03-22,8285.38,Others
3416,Theater,2023-03-22,2300.57,Entertainment
3417,Rental Car,2023-03-11,7262.28,Travel
3418,Gym,2023-03-20,3493.65,Sports
3419,Health Check,2023-03-18,9551.12,Medical
3420,Flight,2023-03-27,4242.26,Travel
3421,Taxi,2023-03-06,6692.70,Transportation
3422,Accessories,2023-03-19,685.17,Others
3423,Jeans,2023-03-01,3696.57,Clothing
3424,Bicycle,2023-03-04,5623.13,Transportation
3425,Basketball,2023-03-16,6821.28,Sports
3426,Gift,2023-03-23,6847.43,Others
3427,Backpack,2023-03-18,9285.57,Education
3428,Hospital Bill,2023-03-19,3928.72,Medical
3429,Phone Bill,2023-03-03,2273.88,Communication
3430,Flight,2023-03-15,3979.28,Travel
3431,Restaurant,2023-03-10,8318.35,Food
3432,Maintenance,2023-03-25,7210.66,Home
3433,Rent,2023-03-02,1671.60,Home
3434,Mobile Recharge,2023-03-14,1253.81,Communication
3435,Gift,2023-03-09,3994.53,Others
3436,Exam Fee,2023-03-04,1052.65,Education
3437,Internet,2023-03-08,8551.33,Communication
3438,Scooter,2023-03-21,1254.85,Transportation
3439,Game,2023-03-14,2926.04,Entertainment
3440,Club,2023-03-06,9133.52,Entertainment
3441,Fitness Class,2023-03-04,6850.41,Sports
3442,Metro,2023-03-04,1678.05,Transportation
3443,Cleaning,2023-03-24,905.89,Home
3444,Drinks,2023-03-02,6703.75,Food
3445,Books,2023-03-04,178.81,Education
3446,Cleaning,2023-03-18,1981.22,Home
3447,Fruits,2023-03-10,954.38,Food
3448,Cafe,2023-03-17,3499.17,Food
3449,Hospital Bill,2023-03-23,3412.52,Medical
3450,Taxi,2023-03-18,2003.91,Transportation
3451,Exam Fee,2023-03-05,1469.40,Education
3452,Workshop,2023-03-02,1057.38,Education
3453,Shirt,2023-03-09,758.22,Clothing
3454,Game,2023-03-20,5365.72,Entertainment
3455,Stationery,2023-03-28,7370.79,Education
3456,Gas,2023-03-17,3579.54,Home
3457,Karaoke,2023-03-15,8067.13,Entertainment
3458,Fast Food,2023-03-06,6536.46,Food
3459,Equipment,2023-03-15,4168.79,Sports
3460,Postage,2023-03-12,645.64,Communication
3461,Gym,2023-03-13,267.47,Sports
3462,Cafe,2023-03-10,4920.22,Food
3463,Hat,2023-03-15,5226.72,Clothing
3464,Health Check,2023-03-19,3595.83,Medical
3465,Toll,2023-03-04,8284.84,Transportation
3466,VPN,2023-03-24,3293.68,Communication
3467,Hat,2023-03-22,8667.24,Clothing
3468,Amusement Park,2023-03-17,2565.14,Entertainment
3469,Hospital Bill,2023-03-23,4090.48,Medical
3470,Workshop,2023-03-04,7467.16,Education
3471,Bus,2023-03-13,2477.35,Transportation
3472,Insurance,2023-03-24,1181.89,Medical
3473,Tennis,2023-03-14,423.29,Sports
3474,Pet,2023-03-18,6694.57,Others
3475,Jeans,2023-03-25,7169.88,Clothing
3476,Surgery,2023-03-15,4034.69,Medical
3477,Visa Fee,2023-03-28,1359.35,Travel
3478,Subscription,2023-03-22,1434.15,Communication
3479,Calling Card,2023-03-26,2304.62,Communication
3480,Train,2023-03-20,8582.28,Travel
3481,Surgery,2023-03-14,8733.34,Medical
3482,Dental Check,2023-03-18,105.38,Medical
3483,Hospital Bill,2023-03-23,8944.92,Medical
3484,Running,2023-03-23,3776.94,Sports
3485,VPN,2023-03-04,9787.43,Communication
3486,Scooter,2023-03-03,1338.58,Transportation
3487,Toll,2023-03-02,929.70,Transportation
3488,Bicycle,2023-03-14,6013.55,Transportation
3489,Roaming,2023-03-19,2195.89,Communication
3490,Coat,2023-03-09,5854.20,Clothing
3491,Toll,2023-03-02,6283.78,Transportation
3492,Accessories,2023-03-03,4875.49,Others
3493,Stationery,2023-03-09,487.77,Education
3494,Tuition,2023-03-23,3006.66,Education
3495,Running,2023-03-11,2550.92,Sports
3496,Basketball,2023-03-23,638.04,Sports
3497,Charity,2023-03-10,9320.81,Others
3498,Insurance,2023-03-18,7047.35,Medical
