serialNo,name,date,amount,category
2879,Travel Guide,2022-09-16,629.2,Travel
2880,Gym,2022-09-06,2243.52,Sports
2881,Amusement Park,2022-09-27,4337.69,Entertainment
2882,Lunch,2022-09-11,6859.26,Food
2883,Visa Fee,2022-09-21,1124.89,Travel
2884,KTV,2022-09-15,7202.08,Entertainment
2885,Pants,2022-09-03,7992.98,Clothing
2886,Bus,2022-09-19,6003.09,Transportation
2887,Subscription,2022-09-22,4053.31,Others
2888,Tips,2022-09-01,7010.18,Others
2889,Parking,2022-09-27,3083.83,Transportation
2890,Tuition,2022-09-03,130.75,Education
2891,Books,2022-09-01,1641.76,Education
2892,Online Course,2022-09-10,9560.26,Education
2893,Dental,2022-09-20,2945.3,Medical
2894,Train,2022-09-22,7380.72,Travel
2895,Running,2022-09-18,831.82,Sports
2896,Mortgage,2022-09-24,3353.6,Home
2897,Fuel,2022-09-03,9917.77,Transportation
2898,Luggage,2022-09-22,7327.84,Travel
2899,Internet,2022-09-09,6965.09,Communication
2900,Scarf,2022-09-27,1642.3,Clothing
2901,Flight,2022-10-22,7621.38,Travel
2902,Utilities,2022-10-19,411.45,Home
2903,Lottery,2022-10-27,1295.18,Others
2904,Shoes,2022-10-07,462.37,Clothing
2905,Dress,2022-10-24,7671.78,Clothing
2906,VPN,2022-10-23,7419.98,Communication
2907,Internet,2022-10-25,2398.05,Home
2908,Surgery,2022-10-04,6620.9,Medical
2909,Lunch,2022-10-18,6382.5,Food
2910,Stationery,2022-10-08,529.18,Education
2911,Training,2022-10-20,2612.77,Education
2912,Basketball,2022-10-25,7419.05,Sports
2913,Lecture,2022-10-20,8149.41,Education
2914,Books,2022-10-23,6865.73,Education
2915,Subscription,2022-10-09,5295.16,Others
2916,Dinner,2022-10-23,8629.85,Food
2917,Bicycle,2022-10-14,9863.84,Transportation
2918,Fine,2022-10-26,9707.75,Others
2919,Luggage,2022-10-13,5155.04,Travel
2920,Hat,2022-10-21,5961.42,Clothing
2921,Scarf,2022-10-04,6036.96,Clothing
2922,Doctor Visit,2022-10-04,7500.3,Medical
2923,Vaccine,2022-10-23,8660.61,Medical
2924,Streaming Service,2022-10-11,6976.3,Entertainment
2925,Vaccine,2022-10-06,4260.52,Medical
2926,Theater,2022-10-26,4628.23,Entertainment
2927,Internet,2022-10-16,8502.36,Communication
2928,Insurance,2022-10-01,8925.96,Medical
2929,Fax,2022-10-10,2091.5,Communication
2930,Sweater,2022-10-12,4232.29,Clothing
2931,Tour Package,2022-10-26,6950.23,Travel
2932,Rental Car,2022-10-15,1241.65,Travel
2933,Tour Package,2022-10-11,5659.18,Travel
2934,Taxi,2022-10-03,5665.24,Transportation
2935,Shoes,2022-10-13,5062.9,Clothing
2936,Luggage,2022-10-16,5008.74,Travel
2937,Hospital,2022-10-19,7596.99,Medical
2938,Equipment,2022-10-02,5792.18,Sports
2939,Fine,2022-10-19,4005.95,Others
2940,Miscellaneous,2022-10-03,7166.11,Others
2941,Medicine,2022-10-14,3796.19,Medical
2942,Hospital,2022-10-21,299.88,Medical
2943,Scarf,2022-10-15,2899.91,Clothing
2944,Training,2022-10-25,5610.13,Education
2945,Books,2022-10-01,597.41,Education
2946,Socks,2022-10-24,4816.4,Clothing
2947,Scarf,2022-10-28,3666.58,Clothing
2948,VPN,2022-10-26,6258.8,Communication
2949,Surgery,2022-10-28,7244.69,Medical
2950,Restaurant,2022-10-15,9441.3,Food
2951,Laundry,2022-10-21,7667.27,Others
2952,Security,2022-10-03,7775.38,Home
2953,Exam Fee,2022-10-05,4388.28,Education
2954,Training,2022-10-23,9445.2,Education
2955,Bakery,2022-10-14,499.04,Food
2956,Eye Exam,2022-10-25,1107.39,Medical
2957,Concert,2022-10-19,5026.3,Entertainment
2958,Training,2022-10-21,9682.38,Education
2959,Data Plan,2022-10-19,545.69,Communication
2960,Gym,2022-10-17,88.81,Sports
2961,Furniture,2022-10-16,5349.61,Home
2962,Tour Package,2022-10-08,4382.25,Travel
2963,Decor,2022-10-26,6551.24,Home
2964,Dress,2022-10-24,8586.08,Clothing
2965,Lottery,2022-10-21,2954.37,Others
2966,Laundry,2022-10-15,881.85,Others
2967,Messenger App,2022-10-08,2908.71,Communication
2968,Cleaning,2022-10-16,2855.92,Home
2969,Security,2022-10-02,8716.45,Home
2970,Mobile Recharge,2022-10-13,7881.77,Communication
2971,Messenger App,2022-10-24,4709.28,Communication
2972,Delivery,2022-10-03,4003.88,Food
2973,Furniture,2022-10-01,9964.28,Home
2974,Visa Fee,2022-10-01,8147.26,Travel
2975,Nightclub,2022-10-27,9070.93,Entertainment
2976,Exam Fee,2022-10-28,9950.55,Education
2977,Sweater,2022-10-05,3038.46,Clothing
2978,SIM Card,2022-10-02,1904.16,Communication
2979,Mortgage,2022-10-14,7157.47,Home
2980,Taxi,2022-10-03,8776.79,Travel
2981,Snacks,2022-10-05,4728.97,Food
2982,Hospital,2022-10-09,6242.38,Medical
2983,Bicycle,2022-10-23,49.99,Transportation
2984,Surgery,2022-10-02,4091.68,Medical
2985,Bar,2022-10-22,714.77,Entertainment
2986,Football,2022-10-16,2133.4,Sports
2987,Subway,2022-10-19,2255.04,Transportation
2988,Dress,2022-10-19,7972.98,Clothing
2989,Medicine,2022-10-11,1273.8,Medical
2990,Mobile Recharge,2022-10-01,2242.08,Communication
2991,Taxi,2022-10-12,6259.24,Transportation
2992,Flight,2022-10-13,239.86,Travel
2993,Utilities,2022-10-04,6674.87,Home
2994,Delivery,2022-10-10,8515.77,Food
2995,Cycling,2022-10-17,8895.63,Sports
2996,Nightclub,2022-10-07,5685.23,Entertainment
2997,Mortgage,2022-10-27,5914.12,Home
2998,Jacket,2022-10-24,7938.68,Clothing
2999,Subscription,2022-10-20,6849.03,Others
3000,Rental Car,2022-10-13,1595.42,Travel
3001,Tour Package,2022-11-12,6859.4,Travel
3002,Toll,2022-11-15,1298.76,Transportation
3003,Travel Insurance,2022-11-27,4375.22,Travel
3004,Health Check,2022-11-04,900.79,Medical
3005,Gym,2022-11-20,833.04,Sports
3006,Health Check,2022-11-10,6343.07,Medical
3007,Dental,2022-11-03,3321.53,Medical
3008,KTV,2022-11-25,9601.82,Entertainment
3009,Lecture,2022-11-21,3567.69,Education
3010,Repair,2022-11-25,2136.62,Home
3011,Train Ticket,2022-11-03,1812.39,Transportation
3012,Books,2022-11-02,7080.12,Education
3013,Ride Share,2022-11-27,9769.29,Transportation
3014,Concert,2022-11-09,1300.56,Entertainment
3015,VPN,2022-11-20,7849.51,Communication
3016,Lottery,2022-11-19,3927.33,Others
3017,Taxi,2022-11-06,4842.27,Travel
3018,Miscellaneous,2022-11-19,5086.82,Others
3019,Fitness Class,2022-11-09,4112.82,Sports
3020,Taxi,2022-11-11,8775.02,Travel
3021,Movie,2022-11-17,7084.87,Entertainment
3022,Running,2022-11-01,201.28,Sports
3023,Doctor Visit,2022-11-02,9349.82,Medical
3024,Mobile Recharge,2022-11-22,7114.64,Communication
3025,Fax,2022-11-04,3316.93,Communication
3026,Scarf,2022-11-08,7736.31,Clothing
3027,Medicine,2022-11-06,4962.04,Medical
3028,Bar,2022-11-26,3747.83,Entertainment
3029,Lunch,2022-11-05,8133.34,Food
3030,Yoga,2022-11-26,4578.12,Sports
3031,Donation,2022-11-27,2101.9,Others
3032,Fax,2022-11-27,2190.46,Communication
3033,Health Check,2022-11-24,482.64,Medical
3034,Storage,2022-11-20,7013.66,Others
3035,Luggage,2022-11-18,1070.25,Travel
3036,Surgery,2022-11-06,7486.86,Medical
3037,Tour Package,2022-11-15,1282.41,Travel
3038,Internet,2022-11-28,4808.23,Communication
3039,Tuition,2022-11-06,4299.14,Education
3040,Train,2022-11-09,6219.93,Travel
3041,Miscellaneous,2022-11-17,3279.86,Others
3042,Train Ticket,2022-11-28,5208.56,Transportation
3043,Train Ticket,2022-11-18,9722.7,Transportation
3044,Hotel,2022-11-23,5646.59,Travel
3045,Shoes,2022-11-03,436.08,Clothing
3046,Fast Food,2022-11-18,179.58,Food
3047,Library Fee,2022-11-15,611.71,Education
3048,Dental,2022-11-04,8302.91,Medical
3049,Suit,2022-11-08,7600.62,Clothing
3050,Suit,2022-11-09,3912.92,Clothing
3051,Breakfast,2022-11-01,1022.21,Food
3052,Subscription,2022-11-10,7400.43,Others
3053,Donation,2022-11-08,74.64,Others
3054,Workshop,2022-11-17,7619.37,Education
3055,Snacks,2022-11-28,2034.02,Food
3056,Jacket,2022-11-08,9869.31,Clothing
3057,Basketball,2022-11-08,2594.33,Sports
3058,Doctor Visit,2022-11-06,7185.27,Medical
3059,Flight,2022-11-08,4571.01,Travel
3060,Lunch,2022-11-27,7216.17,Food
3061,Hotel,2022-11-01,2095.04,Travel
3062,Theater,2022-11-27,8522.87,Entertainment
3063,Security,2022-11-20,4645.42,Home
3064,SIM Card,2022-11-05,6568.8,Communication
3065,Laundry,2022-11-10,2873.79,Others
3066,Laundry,2022-11-06,8764.78,Others
3067,Flight,2022-11-11,8024.2,Travel
3068,Doctor Visit,2022-11-24,428.96,Medical
3069,Rental Car,2022-11-22,3515.97,Travel
3070,Luggage,2022-11-13,4952.35,Travel
3071,Security,2022-11-11,4214.8,Home
3072,Car Maintenance,2022-11-16,1776.17,Transportation
3073,Books,2022-11-09,2533.82,Education
3074,Toll,2022-11-05,1517.58,Transportation
3075,Ride Share,2022-11-25,3964.05,Transportation
3076,Appliance,2022-11-05,2612.39,Home
3077,Training,2022-11-08,779.88,Education
3078,Laundry,2022-11-05,8810.36,Others
3079,Seminar,2022-11-17,7053.2,Education
3080,Jacket,2022-11-20,5153.29,Clothing
3081,Online Course,2022-11-12,4652.28,Education
3082,Tuition,2022-11-28,5890.77,Education
3083,Toll,2022-11-25,250.83,Transportation
3084,Equipment,2022-11-04,2794.71,Sports
3085,Theater,2022-11-13,8801.43,Entertainment
3086,Rental Car,2022-11-28,2783.77,Travel
3087,Lecture,2022-11-14,4351.17,Education
3088,Visa Fee,2022-11-28,288.99,Travel
3089,Rental Car,2022-11-28,7889.88,Travel
3090,Ride Share,2022-11-16,3531.66,Transportation
3091,Books,2022-11-16,200.58,Education
3092,Exhibition,2022-11-23,7090.92,Entertainment
3093,Rental Car,2022-11-26,2799.02,Travel
3094,Security,2022-11-27,3493.8,Home
3095,Calling Card,2022-11-27,6645.47,Communication
3096,Groceries,2022-11-21,5977.8,Food
3097,Lecture,2022-11-10,9600.35,Education
3098,Streaming Service,2022-11-18,318.76,Entertainment
3099,Socks,2022-11-01,8358.51,Clothing
3100,Hospital,2022-11-12,2540.03,Medical
3101,Flight,2022-12-09,1544.89,Travel
3102,Doctor Visit,2022-12-15,1910.15,Medical
3103,Pants,2022-12-14,3944.47,Clothing
3104,Seminar,2022-12-26,316.93,Education
3105,Travel Guide,2022-12-25,9677.17,Travel
3106,Messenger App,2022-12-28,5259.96,Communication
3107,Hat,2022-12-21,3814.22,Clothing
3108,Vaccine,2022-12-26,5963.82,Medical
3109,Laundry,2022-12-04,6272.14,Others
3110,Appliance,2022-12-05,2918.23,Home
3111,Mobile Recharge,2022-12-04,8977.53,Communication
3112,SIM Card,2022-12-19,3640.69,Communication
3113,Health Check,2022-12-15,2151.19,Medical
3114,Donation,2022-12-04,518.31,Others
3115,Shirt,2022-12-25,8882.43,Clothing
3116,Luggage,2022-12-02,1504.18,Travel
3117,Tuition,2022-12-10,7549.93,Education
3118,Rental Car,2022-12-23,5974.12,Travel
3119,Fax,2022-12-21,9870.17,Communication
3120,Gift,2022-12-24,1074.51,Others
3121,Decor,2022-12-13,8144.35,Home
3122,Dinner,2022-12-13,1695.02,Food
3123,Tuition,2022-12-11,8569.96,Education
3124,Bakery,2022-12-05,4326.73,Food
3125,Insurance,2022-12-03,4440.98,Medical
3126,Data Plan,2022-12-07,8761.58,Communication
3127,Gift,2022-12-17,5842.15,Others
3128,Utilities,2022-12-14,9307.46,Home
3129,Fine,2022-12-10,9945.15,Others
3130,Breakfast,2022-12-24,4049.56,Food
3131,Doctor Visit,2022-12-24,9236.49,Medical
3132,Cycling,2022-12-05,8129.08,Sports
3133,Equipment,2022-12-07,9866.87,Sports
3134,Lottery,2022-12-19,541.0,Others
3135,Fine,2022-12-03,9175.4,Others
3136,Fine,2022-12-21,4589.47,Others
3137,Bar,2022-12-23,6161.96,Entertainment
3138,Repair,2022-12-18,1867.07,Home
3139,Insurance,2022-12-10,2274.47,Medical
3140,Mobile Recharge,2022-12-12,5363.94,Communication
3141,Shirt,2022-12-24,7027.77,Clothing
3142,Messenger App,2022-12-12,1100.77,Communication
3143,Swimming,2022-12-15,1281.05,Sports
3144,Amusement Park,2022-12-28,4246.38,Entertainment
3145,Bakery,2022-12-20,8715.92,Food
3146,Data Plan,2022-12-02,1287.67,Communication
3147,Furniture,2022-12-25,6356.75,Home
3148,Yoga,2022-12-22,2091.08,Sports
3149,Taxi,2022-12-09,5070.41,Transportation
3150,Subway,2022-12-24,77.88,Transportation
3151,Cycling,2022-12-13,8426.02,Sports
3152,Training,2022-12-04,9341.49,Education
3153,Donation,2022-12-05,5131.03,Others
3154,Yoga,2022-12-02,2964.23,Sports
3155,Gym,2022-12-19,6205.11,Sports
3156,Laundry,2022-12-24,4398.08,Others
3157,Tour Package,2022-12-03,6769.79,Travel
3158,Snacks,2022-12-28,7170.98,Food
3159,Dental,2022-12-08,6688.81,Medical
3160,Tennis,2022-12-12,2873.76,Sports
3161,Tips,2022-12-10,4768.64,Others
3162,Streaming Service,2022-12-22,7994.02,Entertainment
3163,Tips,2022-12-03,5008.02,Others
3164,Therapy,2022-12-28,8278.14,Medical
3165,Rental Car,2022-12-21,2852.11,Travel
3166,Pants,2022-12-24,2441.18,Clothing
3167,Basketball,2022-12-02,8401.26,Sports
3168,Nightclub,2022-12-15,1306.65,Entertainment
3169,Sweater,2022-12-23,9306.88,Clothing
3170,Bakery,2022-12-07,8226.89,Food
3171,Health Check,2022-12-27,7018.79,Medical
3172,Therapy,2022-12-01,9293.43,Medical
3173,Bicycle,2022-12-18,1656.76,Transportation
3174,Hat,2022-12-04,991.5,Clothing
3175,Training,2022-12-07,406.6,Education
3176,Training,2022-12-22,6540.45,Education
3177,Tennis,2022-12-16,4691.39,Sports
3178,Decor,2022-12-22,8477.12,Home
3179,Mortgage,2022-12-28,1305.31,Home
3180,Breakfast,2022-12-24,950.46,Food
3181,Subscription,2022-12-28,2398.44,Others
3182,Tour Package,2022-12-26,3403.94,Travel
3183,Train,2022-12-07,8979.37,Travel
3184,Rental Car,2022-12-13,4570.74,Travel
3185,Gym,2022-12-21,6784.99,Sports
3186,Data Plan,2022-12-20,7528.75,Communication
3187,Exhibition,2022-12-03,9409.83,Entertainment
3188,Furniture,2022-12-20,576.87,Home
3189,Breakfast,2022-12-28,8918.8,Food
3190,Theater,2022-12-23,2448.96,Entertainment
3191,Health Check,2022-12-18,70.1,Medical
3192,Suit,2022-12-12,6518.75,Clothing
3193,Bus,2022-12-27,4064.02,Transportation
3194,Doctor Visit,2022-12-10,1448.42,Medical
3195,Ride Share,2022-12-01,7373.85,Transportation
3196,Equipment,2022-12-23,657.57,Sports
3197,Tennis,2022-12-01,5115.21,Sports
3198,Tennis,2022-12-05,9436.89,Sports
3199,Restaurant,2022-12-06,8294.42,Food
3200,Dental,2022-12-17,8080.24,Medical
3201,Travel Insurance,2023-01-08,9573.52,Travel
3202,Amusement Park,2023-01-28,6746.31,Entertainment
3203,Train Ticket,2023-01-07,7218.19,Transportation
3204,Fast Food,2023-01-13,1858.84,Food
3205,Gift,2023-01-16,5545.76,Others
3206,Fitness Class,2023-01-05,9637.57,Sports
3207,Travel Guide,2023-01-08,1833.27,Travel
3208,Messenger App,2023-01-02,7582.25,Communication
3209,Training,2023-01-17,483.01,Education
3210,Fitness Class,2023-01-24,1874.61,Sports
3211,Surgery,2023-01-15,9643.47,Medical
3212,Movie,2023-01-05,4213.36,Entertainment
3213,Cycling,2023-01-26,2609.78,Sports
3214,Suit,2023-01-12,1949.15,Clothing
3215,Nightclub,2023-01-26,3117.34,Entertainment
3216,Coffee,2023-01-01,7137.19,Food
3217,SIM Card,2023-01-06,6370.23,Communication
3218,Yoga,2023-01-08,2277.5,Sports
3219,Bakery,2023-01-04,5467.56,Food
3220,VPN,2023-01-10,6803.83,Communication
3221,Bus,2023-01-23,7626.13,Transportation
3222,Dental,2023-01-16,9736.92,Medical
3223,Bus,2023-01-17,12.41,Transportation
3224,Utilities,2023-01-06,5899.85,Home
3225,Streaming Service,2023-01-20,270.9,Entertainment
3226,Dental,2023-01-09,539.25,Medical
3227,Repair,2023-01-14,5895.52,Home
3228,Visa Fee,2023-01-01,7919.63,Travel
3229,Vaccine,2023-01-08,5918.8,Medical
3230,Taxi,2023-01-23,4812.01,Transportation
3231,Train Ticket,2023-01-16,6292.75,Transportation
3232,Insurance,2023-01-20,3895.94,Medical
3233,Tennis,2023-01-11,4141.49,Sports
3234,Online Course,2023-01-27,6946.2,Education
3235,Seminar,2023-01-28,7525.19,Education
3236,Eye Exam,2023-01-18,9008.81,Medical
3237,Travel Insurance,2023-01-28,3231.95,Travel
3238,Hospital,2023-01-02,4448.14,Medical
3239,Repair,2023-01-07,3490.86,Home
3240,Exam Fee,2023-01-02,3064.47,Education
3241,Snacks,2023-01-04,5201.35,Food
3242,Hat,2023-01-13,4363.55,Clothing
3243,Laundry,2023-01-03,1302.59,Others
3244,Roaming,2023-01-21,5207.65,Communication
3245,Bus,2023-01-02,4964.84,Transportation
3246,Furniture,2023-01-08,4297.59,Home
3247,Groceries,2023-01-26,4813.6,Food
3248,Subway,2023-01-02,3893.7,Transportation
3249,Tips,2023-01-26,9629.09,Others
3250,Dress,2023-01-02,8346.29,Clothing
3251,Dinner,2023-01-23,3027.84,Food
3252,Running,2023-01-09,1210.74,Sports
3253,Train,2023-01-16,4055.04,Travel
3254,Tour Package,2023-01-01,8844.93,Travel
3255,Workshop,2023-01-25,9086.46,Education
3256,Data Plan,2023-01-09,3034.21,Communication
3257,Coffee,2023-01-24,2681.63,Food
3258,Eye Exam,2023-01-17,4172.98,Medical
3259,Therapy,2023-01-28,1905.86,Medical
3260,Shirt,2023-01-06,7024.04,Clothing
3261,Lecture,2023-01-09,373.44,Education
3262,Scarf,2023-01-07,3038.15,Clothing
3263,Pants,2023-01-10,6506.76,Clothing
3264,Lecture,2023-01-20,7497.69,Education
3265,Suit,2023-01-02,995.12,Clothing
3266,Fax,2023-01-13,7971.45,Communication
3267,Internet,2023-01-24,6240.63,Communication
3268,Furniture,2023-01-19,4902.97,Home
3269,Swimming,2023-01-08,4652.34,Sports
3270,Laundry,2023-01-01,2953.36,Others
3271,Laundry,2023-01-04,1111.22,Others
3272,Gift,2023-01-15,1896.0,Others
3273,Luggage,2023-01-11,9657.42,Travel
3274,Internet,2023-01-25,6298.82,Home
3275,Exhibition,2023-01-11,6415.02,Entertainment
3276,Restaurant,2023-01-13,375.85,Food
3277,Fine,2023-01-22,6751.16,Others
3278,Tips,2023-01-04,6092.84,Others
3279,Gym,2023-01-11,8390.3,Sports
3280,Training,2023-01-19,2563.37,Education
3281,Ride Share,2023-01-15,5873.15,Transportation
3282,Taxi,2023-01-25,9303.02,Travel
3283,Hat,2023-01-13,5923.14,Clothing
3284,Delivery,2023-01-27,7811.03,Food
3285,Lecture,2023-01-04,6568.06,Education
3286,Hat,2023-01-14,2128.54,Clothing
3287,Library Fee,2023-01-14,1955.12,Education
3288,Surgery,2023-01-24,9562.49,Medical
3289,Fuel,2023-01-01,6008.64,Transportation
3290,Dinner,2023-01-02,1776.77,Food
3291,Lecture,2023-01-01,9894.12,Education
3292,Security,2023-01-08,5657.18,Home
3293,Messenger App,2023-01-16,6113.89,Communication
3294,Travel Guide,2023-01-06,5232.2,Travel
3295,Tuition,2023-01-06,6435.99,Education
3296,Movie,2023-01-19,4804.07,Entertainment
3297,Roaming,2023-01-27,1349.94,Communication
3298,Vaccine,2023-01-03,445.41,Medical
3299,Shoes,2023-01-17,9620.06,Clothing
3300,Tour Package,2023-01-09,5639.71,Travel
3301,Nightclub,2023-02-22,540.22,Entertainment
3302,Insurance,2023-02-27,6868.97,Medical
3303,Decor,2023-02-20,4554.65,Home
3304,Toll,2023-02-13,6141.41,Transportation
3305,Internet,2023-02-19,6885.02,Home
3306,Visa Fee,2023-02-06,683.81,Travel
3307,Mortgage,2023-02-09,1553.73,Home
3308,Gift,2023-02-28,8159.83,Others
3309,Toll,2023-02-28,9629.48,Transportation
3310,Exam Fee,2023-02-11,5242.52,Education
3311,Subway,2023-02-17,1574.31,Transportation
3312,Internet,2023-02-20,3721.66,Communication
3313,Hotel,2023-02-16,3762.05,Travel
3314,Groceries,2023-02-26,842.34,Food
3315,Repair,2023-02-06,5529.98,Home
3316,Internet,2023-02-15,293.15,Communication
3317,Tips,2023-02-02,6862.1,Others
3318,Calling Card,2023-02-24,3834.56,Communication
3319,Travel Guide,2023-02-10,7394.01,Travel
3320,Toll,2023-02-16,8106.92,Transportation
3321,Bus,2023-02-01,9808.24,Transportation
3322,Books,2023-02-18,2780.37,Education
3323,Lottery,2023-02-13,8345.36,Others
3324,Suit,2023-02-16,5282.53,Clothing
3325,Tour Package,2023-02-14,2688.98,Travel
3326,Theater,2023-02-06,2393.19,Entertainment
3327,Tennis,2023-02-03,4987.45,Sports
3328,Decor,2023-02-28,1109.94,Home
3329,Game,2023-02-24,6381.87,Entertainment
3330,Swimming,2023-02-09,9203.94,Sports
3331,Laundry,2023-02-10,9376.32,Others
3332,Bicycle,2023-02-24,2003.86,Transportation
3333,Mortgage,2023-02-20,3570.38,Home
3334,Bakery,2023-02-04,2794.76,Food
3335,Insurance,2023-02-12,596.27,Medical
3336,Furniture,2023-02-17,4842.46,Home
3337,Exam Fee,2023-02-21,5315.26,Education
3338,Football,2023-02-28,9018.25,Sports
3339,Stationery,2023-02-02,3042.88,Education
3340,Stationery,2023-02-15,3921.54,Education
3341,Tour Package,2023-02-05,2852.48,Travel
3342,Flight,2023-02-10,277.81,Travel
3343,Pet,2023-02-07,7169.83,Others
3344,Flight,2023-02-09,4408.96,Travel
3345,Hotel,2023-02-24,6851.09,Travel
3346,Football,2023-02-18,9896.93,Sports
3347,Fast Food,2023-02-20,9478.14,Food
3348,Rent,2023-02-25,8199.21,Home
3349,Car Maintenance,2023-02-16,8049.32,Transportation
3350,Breakfast,2023-02-16,9078.61,Food
3351,SIM Card,2023-02-01,6964.57,Communication
3352,Bicycle,2023-02-22,8734.15,Transportation
3353,Restaurant,2023-02-26,4899.32,Food
3354,Train,2023-02-15,7821.54,Travel
3355,Lottery,2023-02-10,6224.73,Others
3356,Tips,2023-02-16,6157.44,Others
3357,Repair,2023-02-12,4059.27,Home
3358,Delivery,2023-02-20,6750.98,Food
3359,Shirt,2023-02-26,594.44,Clothing
3360,Restaurant,2023-02-13,6274.98,Food
3361,Hospital,2023-02-01,3535.22,Medical
3362,Car Maintenance,2023-02-03,8515.58,Transportation
3363,Security,2023-02-01,9419.64,Home
3364,Cycling,2023-02-01,1604.71,Sports
3365,Train Ticket,2023-02-09,1681.98,Transportation
3366,Luggage,2023-02-20,1909.37,Travel
3367,KTV,2023-02-17,1563.17,Entertainment
3368,Groceries,2023-02-19,4799.81,Food
3369,Cycling,2023-02-28,9627.92,Sports
3370,Coffee,2023-02-21,9856.9,Food
3371,Bus,2023-02-20,9353.66,Transportation
3372,Storage,2023-02-12,8224.11,Others
3373,Travel Insurance,2023-02-16,7563.57,Travel
3374,Groceries,2023-02-09,2480.4,Food
3375,Library Fee,2023-02-21,8360.27,Education
3376,Seminar,2023-02-24,3133.6,Education
3377,Sweater,2023-02-10,7530.52,Clothing
3378,Appliance,2023-02-04,5446.86,Home
3379,Dinner,2023-02-01,3664.66,Food
3380,Decor,2023-02-23,703.33,Home
3381,Bakery,2023-02-01,9246.64,Food
3382,Travel Insurance,2023-02-16,8453.9,Travel
3383,Pet,2023-02-23,7297.35,Others
3384,Luggage,2023-02-23,4802.26,Travel
3385,Dress,2023-02-15,9858.02,Clothing
3386,Equipment,2023-02-16,1135.61,Sports
3387,Hat,2023-02-16,5494.28,Clothing
3388,Security,2023-02-26,992.36,Home
3389,Training,2023-02-03,7902.68,Education
3390,Travel Insurance,2023-02-05,6707.1,Travel
3391,Breakfast,2023-02-16,6136.3,Food
3392,Therapy,2023-02-16,4351.36,Medical
3393,Lecture,2023-02-13,8793.06,Education
3394,Rent,2023-02-09,7301.5,Home
3395,Groceries,2023-02-23,4773.45,Food
3396,Jacket,2023-02-13,3656.46,Clothing
3397,Tuition,2023-02-07,1947.81,Education
3398,Hotel,2023-02-28,4650.79,Travel
3399,Lunch,2023-02-09,8274.36,Food
3400,Rent,2023-02-21,8581.94,Home
3401,Vaccine,2023-03-03,3842.53,Medical
3402,Nightclub,2023-03-15,2966.93,Entertainment
3403,Bakery,2023-03-06,4159.62,Food
3404,Nightclub,2023-03-17,5066.58,Entertainment
3405,Taxi,2023-03-15,3924.16,Travel
3406,Internet,2023-03-11,3519.82,Home
3407,KTV,2023-03-14,7657.39,Entertainment
3408,Game,2023-03-25,3326.74,Entertainment
3409,Bar,2023-03-21,8164.04,Entertainment
3410,Doctor Visit,2023-03-23,8084.27,Medical
3411,Theater,2023-03-01,1465.07,Entertainment
3412,Scarf,2023-03-26,1709.52,Clothing
3413,Pants,2023-03-02,8220.58,Clothing
3414,Visa Fee,2023-03-03,6221.95,Travel
3415,Furniture,2023-03-28,3737.42,Home
3416,Travel Insurance,2023-03-18,5797.13,Travel
3417,Internet,2023-03-01,1026.84,Communication
3418,Stationery,2023-03-11,6449.91,Education
3419,Mobile Recharge,2023-03-27,4436.68,Communication
3420,Train Ticket,2023-03-20,9742.82,Transportation
3421,Concert,2023-03-26,2905.57,Entertainment
3422,Lunch,2023-03-08,215.52,Food
3423,Decor,2023-03-02,1814.79,Home
3424,Calling Card,2023-03-05,253.37,Communication
3425,Flight,2023-03-03,6662.39,Travel
3426,Books,2023-03-26,9399.83,Education
3427,Luggage,2023-03-14,5911.78,Travel
3428,Books,2023-03-21,1308.58,Education
3429,Repair,2023-03-13,109.46,Home
3430,Delivery,2023-03-11,9972.52,Food
3431,Cleaning,2023-03-14,1724.02,Home
3432,Socks,2023-03-24,3203.01,Clothing
3433,Tennis,2023-03-14,1263.9,Sports
3434,Mobile Recharge,2023-03-07,9493.71,Communication
3435,Train,2023-03-07,734.76,Travel
3436,Storage,2023-03-16,5292.65,Others
3437,Eye Exam,2023-03-12,1118.89,Medical
3438,Movie,2023-03-11,5471.13,Entertainment
3439,Appliance,2023-03-18,7279.69,Home
3440,Jacket,2023-03-24,6079.66,Clothing
3441,Health Check,2023-03-13,3202.58,Medical
3442,Surgery,2023-03-14,5267.38,Medical
3443,Parking,2023-03-28,9724.09,Transportation
3444,Theater,2023-03-26,3062.04,Entertainment
3445,Insurance,2023-03-14,7787.39,Medical
3446,Hospital,2023-03-05,8395.28,Medical
3447,Travel Guide,2023-03-12,5409.14,Travel
3448,Messenger App,2023-03-12,3994.3,Communication
3449,Tennis,2023-03-16,1851.13,Sports
3450,Dress,2023-03-04,8555.58,Clothing
3451,Concert,2023-03-17,147.54,Entertainment
3452,Appliance,2023-03-25,209.86,Home
3453,Game,2023-03-04,9295.62,Entertainment
3454,Game,2023-03-17,7180.35,Entertainment
3455,Shirt,2023-03-19,5396.31,Clothing
3456,Mobile Recharge,2023-03-03,7080.6,Communication
3457,Lunch,2023-03-12,437.99,Food
3458,Breakfast,2023-03-19,7829.82,Food
3459,Amusement Park,2023-03-09,8555.52,Entertainment
3460,Doctor Visit,2023-03-16,9354.94,Medical
3461,Scarf,2023-03-11,8393.27,Clothing
3462,Mortgage,2023-03-04,7404.95,Home
3463,Rental Car,2023-03-03,5157.53,Travel
